power,T,MOMF,DIRECTION32,WS30,WS31,WS32,WS10,WS10S,DIRECTION30,DIRECTION31,DIR10,DIR10S,MSLP,CLC,SENF,LATF,SWR,LWR,PS,PRT,PRL,PRC,T2M,RH2M
0,282.9,0.15,99.32,3.54,3.43,3.2,2.86,3,105.55,102.34,94.32,94.89,1014.69,20.09,-33.23,-98.38,444.35,-99.71,863.91,0,0,0,283.57,51.27
0,283.29,0.15,100.7,3.33,3.31,3.16,2.78,2.92,107.22,103.77,96.27,96.82,1014.49,19.57,-36.79,-113.97,472.23,-103.06,863.91,0,0,0,284.08,49.4
1,283.67,0.15,101.39,3.19,3.25,3.12,2.71,2.85,108.11,104.46,97.64,98.17,1014.32,19.5,-40.48,-129.06,496.12,-106.43,863.92,0,0,0,284.57,47.71
2,284.05,0.14,102.08,3.07,3.17,3.07,2.64,2.78,108.99,105.15,99.01,99.52,1014.14,19.43,-44.16,-144.16,520.01,-109.79,863.94,0,0,0,285.05,46.02
3,284.43,0.14,102.77,2.94,3.1,3.03,2.58,2.71,109.88,105.84,100.38,100.87,1013.97,19.37,-47.85,-159.25,543.9,-113.16,863.95,0,0,0,285.54,44.33
4,284.82,0.14,102.91,2.79,2.99,2.93,2.46,2.59,109.86,105.85,100.89,101.39,1013.8,19.46,-51.2,-172.23,560.39,-116.05,863.96,0,0,0,286.01,42.83
6,285.22,0.12,102.49,2.62,2.82,2.77,2.31,2.43,108.93,105.17,100.54,101.07,1013.63,19.72,-54.21,-183.09,569.48,-118.46,863.96,0,0,0,286.48,41.51
5,285.62,0.12,102.08,2.44,2.65,2.6,2.16,2.28,108.01,104.5,100.2,100.74,1013.46,19.97,-57.22,-193.95,578.57,-120.87,863.95,0,0,0,286.95,40.19
5,286.02,0.11,101.66,2.27,2.48,2.44,2.01,2.12,107.08,103.82,99.85,100.42,1013.29,20.23,-60.23,-204.81,587.66,-123.28,863.95,0,0,0,287.42,38.87
12,286.36,0.1,99.73,2.13,2.35,2.32,1.86,1.97,104.58,101.69,97.33,98.01,1013.08,20.8,-62.62,-212.04,590.19,-125.04,863.88,0,0,0,287.8,37.85
10,286.63,0.09,96.29,2.02,2.25,2.24,1.73,1.83,100.49,98.1,92.64,93.5,1012.83,21.68,-64.39,-215.63,586.18,-126.15,863.75,0,0,0,288.09,37.13
10,286.9,0.08,92.84,1.92,2.14,2.17,1.59,1.69,96.4,94.51,87.94,88.99,1012.58,22.55,-66.16,-219.23,582.17,-127.25,863.62,0,0,0,288.38,36.4
7,287.17,0.07,89.4,1.8,2.04,2.09,1.46,1.55,92.31,90.92,83.25,84.48,1012.33,23.43,-67.93,-222.82,578.16,-128.36,863.49,0,0,0,288.67,35.68
6,287.42,0.07,85.62,1.71,1.96,2.02,1.36,1.45,87.63,86.92,75.74,77.27,1012.36,24.58,-69.24,-223.72,567.78,-129.08,863.39,0,0,0,288.93,35.08
4,287.64,0.07,81.51,1.63,1.89,1.95,1.31,1.39,82.35,82.5,65.42,67.35,1012.65,26,-70.09,-221.91,551.04,-129.42,863.34,0,0,0,289.16,34.59
2,287.85,0.07,77.39,1.54,1.82,1.89,1.26,1.33,77.07,78.08,55.11,57.42,1012.94,27.43,-70.94,-220.11,534.31,-129.77,863.28,0,0,0,289.39,34.11
5,289.01,0.13,16.65,2.55,2.47,2.47,2.34,2.4,5.23,12.86,340.69,342.09,1014.22,8.7,-84.47,-217.64,516.64,-134.18,864.4,0,0,0,290.84,27.74
4,289.13,0.14,16.05,2.67,2.6,2.59,2.47,2.53,5.26,12.48,341.78,343.08,1014.31,10.58,-84.9,-211.32,493.87,-133.49,864.35,0,0,0,290.99,27.44
5,289.2,0.14,17.28,2.7,2.65,2.65,2.54,2.6,6.72,13.86,342.44,343.71,1014.23,13.33,-84.01,-201.37,465.66,-132.51,864.28,0,0,0,291.04,27.25
3,289.26,0.15,18.51,2.73,2.7,2.72,2.6,2.67,8.17,15.24,343.11,344.34,1014.15,16.07,-83.12,-191.43,437.45,-131.52,864.21,0,0,0,291.09,27.06
1,289.33,0.15,19.74,2.76,2.75,2.78,2.67,2.74,9.63,16.62,343.77,344.97,1014.07,18.82,-82.23,-181.48,409.24,-130.54,864.14,0,0,0,291.14,26.87
0,289.37,0.15,20.05,2.73,2.73,2.76,2.71,2.78,10.25,17.12,344.15,345.34,1014.03,23.19,-80.12,-168.2,377.88,-129.07,864.08,0,0,0,291.13,26.78
2,289.39,0.15,19.42,2.62,2.63,2.65,2.73,2.8,10.03,16.75,344.25,345.44,1014.04,29.19,-76.79,-151.58,343.38,-127.1,864.03,0,0,0,291.06,26.78
3,289.4,0.14,18.8,2.52,2.53,2.54,2.74,2.81,9.81,16.38,344.36,345.54,1014.06,35.2,-73.46,-134.97,308.87,-125.13,863.98,0,0,0,290.98,26.78
0,289.42,0.14,18.17,2.41,2.43,2.42,2.76,2.83,9.59,16.01,344.46,345.64,1014.07,41.2,-70.13,-118.35,274.37,-123.16,863.93,0,0,0,290.91,26.78
0,289.39,0.14,18.83,2.39,2.42,2.42,2.77,2.84,10.72,16.91,344.75,345.94,1014.1,45.13,-66.28,-102.17,241.22,-120.88,863.88,0,0,0,290.78,26.89
0,289.31,0.14,20.76,2.45,2.51,2.51,2.78,2.85,13.2,19.09,345.22,346.44,1014.15,47,-61.92,-86.42,209.41,-118.29,863.84,0,0,0,290.6,27.1
0,289.22,0.13,22.69,2.51,2.6,2.61,2.79,2.86,15.68,21.28,345.69,346.95,1014.2,48.86,-57.57,-70.67,177.61,-115.69,863.79,0,0,0,290.41,27.31
0,289.14,0.13,24.62,2.57,2.69,2.7,2.8,2.88,18.16,23.46,346.16,347.45,1014.25,50.73,-53.21,-54.92,145.8,-113.1,863.75,0,0,0,290.23,27.52
0,289.01,0.13,26.2,2.74,2.87,2.87,2.79,2.88,20.3,25.34,347.2,348.61,1014.34,52.24,-47.7,-40.66,114.58,-109.9,863.72,0,0,0,289.97,27.9
0,288.83,0.12,27.41,3.02,3.16,3.1,2.78,2.89,22.1,26.93,348.8,350.42,1014.45,53.39,-41.05,-27.89,83.93,-106.09,863.71,0,0,0,289.62,28.45
1,288.65,0.11,28.62,3.29,3.45,3.34,2.76,2.89,23.9,28.51,350.39,352.24,1014.57,54.54,-34.4,-15.11,53.29,-102.29,863.69,0,0,0,289.26,29
1,288.47,0.1,29.82,3.57,3.74,3.57,2.75,2.9,25.7,30.1,351.99,354.05,1014.68,55.69,-27.75,-2.34,22.64,-98.48,863.68,0,0,0,288.92,29.55
1,288.23,0.1,30.47,3.94,4.09,3.82,2.76,2.93,26.9,31.17,0.68,3.04,1014.88,56.99,-23.34,5.73,6.57,-94.84,863.73,0,0,0,288.53,30.2
1,287.93,0.1,30.56,4.39,4.51,4.08,2.8,2.99,27.49,31.72,358.43,0.74,1015.17,58.44,-21.19,9.09,5.08,-91.35,863.86,0,0,0,288.11,30.95
1,287.62,0.1,30.64,4.85,4.92,4.34,2.83,3.04,28.08,32.27,356.17,358.42,1015.46,59.88,-19.03,12.46,3.58,-87.86,863.99,0,0,0,287.68,31.7
2,287.32,0.1,30.73,5.3,5.34,4.6,2.87,3.1,28.67,32.82,353.92,356.12,1015.75,61.33,-16.88,15.82,2.09,-84.37,864.12,0,0,0,287.26,32.45
0,286.98,0.1,30.32,5.7,5.65,4.76,2.95,3.2,28.83,32.87,2.68,4.98,1015.9,62.88,-16,18.04,1.33,-80.98,864.26,0,0,0,286.85,33.18
0,286.6,0.11,29.42,6.05,5.86,4.83,3.08,3.34,28.56,32.4,4.43,6.53,1015.93,64.56,-16.41,19.11,1.29,-77.69,864.42,0,0,0,286.46,33.88
0,286.23,0.12,28.53,6.4,6.07,4.9,3.21,3.48,28.29,31.94,6.17,8.08,1015.95,66.22,-16.81,20.18,1.27,-74.39,864.58,0,0,0,286.06,34.59
0,285.85,0.13,27.63,6.75,6.28,4.97,3.34,3.62,28.02,31.47,7.92,9.63,1015.98,67.89,-17.22,21.25,1.23,-71.1,864.74,0,0,0,285.67,35.29
0,285.51,0.14,26.6,7.01,6.43,5.06,3.45,3.74,27.65,30.73,9.16,10.7,1016.1,68.53,-17.76,21.66,1.21,-69.04,864.88,0,0,0,285.34,35.86
0,285.2,0.15,25.45,7.19,6.54,5.15,3.56,3.85,27.19,29.72,9.9,11.28,1016.31,68.13,-18.44,21.39,1.18,-68.22,865,0,0,0,285.07,36.31
4,284.89,0.16,24.3,7.38,6.64,5.24,3.66,3.96,26.72,28.71,10.63,11.85,1016.52,67.73,-19.11,21.12,1.16,-67.41,865.12,0,0,0,284.81,36.75
3,284.58,0.17,23.16,7.56,6.75,5.33,3.77,4.08,26.26,27.7,11.37,12.43,1016.73,67.33,-19.79,20.85,1.13,-66.59,865.24,0,0,0,284.54,37.2
4,284.3,0.18,22.08,7.66,6.79,5.37,3.84,4.15,25.61,26.66,11.93,12.85,1016.92,66.89,-20.22,20.33,1.12,-66.03,865.35,0,0,0,284.29,37.61
5,284.03,0.19,21.08,7.67,6.77,5.34,3.88,4.19,24.76,25.6,12.3,13.1,1017.11,66.42,-20.39,19.54,1.12,-65.72,865.45,0,0,0,284.04,37.98
3,283.76,0.19,20.08,7.68,6.74,5.32,3.92,4.23,23.92,24.55,12.68,13.35,1017.29,65.94,-20.57,18.76,1.11,-65.41,865.55,0,0,0,283.8,38.36
2,283.49,0.2,19.08,7.69,6.72,5.29,3.96,4.27,23.07,23.49,13.05,13.6,1017.48,65.47,-20.74,17.97,1.11,-65.1,865.65,0,0,0,283.55,38.73
2,283.25,0.2,18.27,7.68,6.69,5.26,3.96,4.27,22.31,22.57,13.33,13.78,1017.62,64.32,-20.66,17.28,1.13,-65.46,865.72,0,0,0,283.32,39.07
4,283.02,0.19,17.66,7.63,6.65,5.23,3.93,4.24,21.63,21.78,13.52,13.91,1017.72,62.5,-20.32,16.68,1.18,-66.47,865.75,0,0,0,283.11,39.37
5,282.8,0.19,17.05,7.59,6.6,5.2,3.89,4.2,20.96,21,13.71,14.04,1017.82,60.69,-19.97,16.08,1.23,-67.49,865.78,0,0,0,282.89,39.68
5,282.57,0.18,16.44,7.54,6.56,5.17,3.86,4.17,20.28,20.21,13.9,14.17,1017.92,58.87,-19.63,15.48,1.28,-68.5,865.81,0,0,0,282.68,39.98
6,282.35,0.18,15.9,7.48,6.5,5.11,3.81,4.12,19.62,19.48,13.93,14.15,1018.05,55.17,-19.11,15.22,1.31,-70.84,865.84,0,0,0,282.45,40.31
3,282.14,0.17,15.44,7.41,6.42,5.02,3.75,4.06,18.96,18.79,13.8,13.99,1018.21,49.58,-18.4,15.3,1.32,-74.51,865.88,0,0,0,282.22,40.68
5,281.92,0.17,14.97,7.34,6.34,4.93,3.68,3.99,18.32,18.1,13.68,13.82,1018.36,43.99,-17.69,15.37,1.33,-78.18,865.93,0,0,0,281.99,41.04
3,281.71,0.16,14.51,7.27,6.26,4.84,3.62,3.93,17.66,17.41,13.55,13.66,1018.52,38.4,-16.98,15.45,1.34,-81.85,865.97,0,0,0,281.76,41.41
0,281.5,0.16,14.04,7.23,6.21,4.79,3.56,3.87,17.06,16.77,13.42,13.5,1018.67,34.13,-16.26,15.59,1.35,-84.16,866,0,0,0,281.54,41.78
0,281.3,0.15,13.55,7.22,6.2,4.78,3.49,3.8,16.5,16.17,13.28,13.34,1018.81,31.16,-15.51,15.79,1.34,-85.12,866.03,0,0,0,281.33,42.16
0,281.11,0.15,13.07,7.22,6.19,4.77,3.42,3.73,15.93,15.57,13.14,13.19,1018.96,28.2,-14.77,15.99,1.34,-86.09,866.05,0,0,0,281.12,42.54
0,280.91,0.14,12.58,7.21,6.18,4.76,3.35,3.66,15.37,14.97,13,13.03,1019.1,25.23,-14.02,16.19,1.33,-87.05,866.08,0,0,0,280.91,42.92
0,280.71,0.14,12.11,7.19,6.15,4.73,3.29,3.6,14.8,14.41,12.87,12.87,1019.2,22.95,-13.32,16.28,1.33,-88.03,866.13,0,0,0,280.7,43.34
2,280.52,0.13,11.65,7.15,6.11,4.69,3.23,3.54,14.22,13.89,12.75,12.7,1019.27,21.36,-12.67,16.25,1.33,-89.04,866.21,0,0,0,280.49,43.81
3,280.33,0.13,11.19,7.11,6.07,4.65,3.17,3.48,13.65,13.36,12.62,12.53,1019.35,19.77,-12.02,16.22,1.32,-90.04,866.3,0,0,0,280.27,44.27
3,279.23,0.08,357.69,6.84,5.64,4.19,2.67,2.98,0.84,0.44,1.7,1.28,1020.78,1.33,-7.35,13.91,1.36,-97.67,867.46,0,0,0,279.03,51.84
4,279.05,0.08,356.76,6.88,5.67,4.19,2.64,2.95,359.55,358.93,359.35,358.76,1020.85,1.25,-7.06,13.99,1.38,-98.03,867.49,0,0,0,278.83,52.35
4,278.87,0.08,355.32,6.95,5.74,4.25,2.63,2.94,358.7,357.82,360,359.45,1020.84,1.33,-6.88,14.02,1.41,-98.33,867.37,0,0,0,278.66,52.83
5,278.69,0.08,353.89,7.03,5.82,4.32,2.61,2.92,357.85,356.7,0.64,0.14,1020.84,1.43,-6.69,14.05,1.44,-98.64,867.24,0,0,0,278.49,53.32
6,278.51,0.08,352.45,7.1,5.89,4.38,2.6,2.91,357,355.59,1.29,0.83,1020.83,1.51,-6.51,14.07,1.47,-98.94,867.12,0,0,0,278.32,53.8
5,278.33,0.08,351.31,7.15,5.92,4.38,2.59,2.9,356.23,354.62,358.66,358.02,1020.92,1.58,-6.37,14.07,1.5,-99.29,867.09,0,0,0,278.13,54.31
6,278.16,0.08,350.47,7.16,5.9,4.32,2.58,2.89,355.53,353.81,357.93,357.24,1021.09,1.62,-6.26,14.02,1.53,-99.7,867.14,0,0,0,277.94,54.86
6,277.98,0.08,349.63,7.17,5.88,4.26,2.58,2.89,354.82,353,357.19,356.45,1021.26,1.65,-6.15,13.98,1.56,-100.11,867.2,0,0,0,277.75,55.41
6,277.81,0.08,348.79,7.18,5.86,4.2,2.57,2.88,354.12,352.2,356.46,355.67,1021.43,1.69,-6.04,13.93,1.59,-100.52,867.25,0,0,0,277.56,55.96
7,277.65,0.08,347.77,7.21,5.87,4.18,2.56,2.88,353.4,351.31,355.87,355.03,1021.59,1.65,-5.92,13.91,1.62,-100.83,867.29,0,0,0,277.39,56.47
8,277.51,0.08,346.56,7.25,5.9,4.21,2.56,2.86,352.65,350.36,355.44,354.54,1021.73,1.53,-5.79,13.89,1.64,-101.04,867.32,0,0,0,277.24,56.95
7,277.38,0.07,345.35,7.28,5.94,4.25,2.54,2.85,351.9,349.41,355,354.05,1021.87,1.42,-5.66,13.88,1.67,-101.25,867.35,0,0,0,277.1,57.43
6,277.24,0.07,344.14,7.32,5.97,4.28,2.54,2.84,351.15,348.46,354.57,353.56,1022.01,1.3,-5.54,13.87,1.69,-101.46,867.38,0,0,0,276.95,57.91
4,277.1,0.07,343.17,7.36,6,4.29,2.53,2.84,350.45,347.64,354.13,353.06,1022.16,1.1,-5.4,13.88,1.71,-101.64,867.42,0,0,0,276.8,58.41
3,276.96,0.07,342.44,7.4,6.01,4.29,2.52,2.83,349.79,346.97,353.68,352.56,1022.32,0.82,-5.26,13.9,1.74,-101.79,867.47,0,0,0,276.65,58.93
3,276.81,0.07,341.71,7.43,6.03,4.3,2.51,2.82,349.13,346.29,353.23,352.06,1022.47,0.55,-5.12,13.92,1.77,-101.94,867.53,0,0,0,276.49,59.46
3,276.67,0.07,340.98,7.47,6.04,4.3,2.5,2.81,348.47,345.62,352.78,351.56,1022.63,0.27,-4.98,13.94,1.8,-102.09,867.58,0,0,0,276.34,59.98
2,276.54,0.07,340.47,7.54,6.09,4.34,2.51,2.82,348.04,345.15,352.43,351.18,1022.8,0.11,-4.91,14.01,10.38,-102.26,867.67,0,0,0,276.2,60.46
3,276.42,0.07,340.19,7.65,6.18,4.41,2.53,2.84,347.84,344.89,352.15,350.91,1022.97,0.08,-4.9,14.13,27.53,-102.46,867.77,0,0,0,276.09,60.91
1,276.3,0.08,339.91,7.75,6.27,4.48,2.55,2.87,347.65,344.62,351.88,350.64,1023.14,0.05,-4.89,14.25,44.67,-102.67,867.88,0,0,0,275.98,61.35
1,276.18,0.08,339.63,7.86,6.36,4.55,2.57,2.89,347.45,344.36,351.62,350.37,1023.31,0.02,-4.88,14.37,61.82,-102.87,867.99,0,0,0,275.87,61.8
1,276.13,0.09,339.9,7.88,6.36,4.56,2.66,2.97,347.26,344.31,351.43,350.25,1023.38,0,-5.67,11.58,90.23,-103.73,868.1,0,0,0,275.88,61.75
1,276.15,0.11,340.73,7.82,6.28,4.51,2.83,3.12,347.07,344.48,351.32,350.26,1023.33,0,-7.26,5.87,129.91,-105.25,868.19,0,0,0,276.01,61.21
2,276.16,0.12,341.55,7.76,6.2,4.45,2.99,3.26,346.89,344.64,351.21,350.28,1023.29,0,-8.84,0.16,169.58,-106.78,868.28,0,0,0,276.15,60.67
3,276.18,0.14,342.38,7.7,6.12,4.4,3.16,3.41,346.7,344.81,351.1,350.29,1023.24,0,-10.43,-5.55,209.26,-108.3,868.37,0,0,0,276.28,60.13
2,276.31,0.16,343.21,7.62,6.11,4.5,3.3,3.54,346.53,345.03,351.25,350.54,1023.09,0,-12.49,-16.56,245.16,-110.13,868.42,0,0,0,276.52,59.19
1,276.56,0.18,344.03,7.51,6.17,4.77,3.41,3.65,346.36,345.31,351.63,351.01,1022.84,0.01,-15.04,-32.87,277.28,-112.27,868.43,0,0,0,276.87,57.86
2,276.8,0.2,344.87,7.41,6.23,5.03,3.52,3.76,346.19,345.6,352.03,351.48,1022.59,0.01,-17.58,-49.19,309.4,-114.41,868.44,0,0,0,277.21,56.52
1,277.05,0.22,345.69,7.3,6.29,5.3,3.63,3.87,346.02,345.88,352.42,351.95,1022.34,0.02,-20.13,-65.5,341.52,-116.55,868.46,0,0,0,277.56,55.19
0,277.31,0.24,346.42,7.25,6.38,5.52,3.8,4.04,346,346.23,352.8,352.39,1022.02,0.02,-23.59,-86.5,373.97,-118.98,868.44,0,0,0,277.96,53.46
0,277.58,0.27,347.04,7.25,6.5,5.71,4.01,4.26,346.11,346.66,353.17,352.81,1021.64,0.02,-27.97,-112.19,406.74,-121.7,868.4,0,0,0,278.42,51.33
0,277.85,0.3,347.66,7.24,6.62,5.91,4.22,4.49,346.22,347.08,353.53,353.21,1021.27,0.03,-32.35,-137.88,439.51,-124.41,868.37,0,0,0,278.88,49.2
0,278.12,0.33,348.28,7.24,6.74,6.1,4.43,4.71,346.32,347.51,353.9,353.62,1020.89,0.03,-36.73,-163.57,472.28,-127.13,868.33,0,0,0,279.34,47.07
0,278.37,0.35,348.79,7.26,6.84,6.24,4.6,4.88,346.54,347.9,354.05,353.81,1020.62,0.04,-40.61,-185.58,500.28,-129.59,868.33,0,0,0,279.74,45.15
0,278.6,0.37,349.18,7.31,6.92,6.33,4.71,4.99,346.86,348.26,353.99,353.77,1020.44,0.05,-43.98,-203.93,523.51,-131.79,868.35,0,0,0,280.08,43.42
0,278.83,0.38,349.58,7.36,6.99,6.42,4.82,5.11,347.17,348.62,353.91,353.73,1020.28,0.07,-47.36,-222.27,546.73,-134,868.38,0,0,0,280.43,41.69
2,279.06,0.4,349.97,7.41,7.07,6.51,4.93,5.22,347.49,348.98,353.85,353.69,1020.1,0.08,-50.73,-240.62,569.96,-136.2,868.41,0,0,0,280.77,39.96
7,279.3,0.41,350.11,7.41,7.09,6.54,5.01,5.3,347.64,349.13,353.65,353.52,1019.94,0.24,-54.03,-256.34,586.17,-138.03,868.41,0,0,0,281.11,38.37
9,279.56,0.42,350,7.36,7.04,6.51,5.05,5.34,347.63,349.06,353.33,353.23,1019.78,0.54,-57.26,-269.45,595.36,-139.49,868.38,0,0,0,281.46,36.91
10,279.83,0.43,349.89,7.31,7,6.47,5.09,5.37,347.62,348.99,353.01,352.94,1019.61,0.83,-60.48,-282.56,604.55,-140.94,868.35,0,0,0,281.8,35.46
10,280.09,0.44,349.78,7.26,6.95,6.44,5.13,5.41,347.62,348.91,352.69,352.65,1019.45,1.13,-63.71,-295.67,613.74,-142.4,868.32,0,0,0,282.15,34
9,280.31,0.44,349.61,7.21,6.91,6.4,5.15,5.43,347.45,348.73,352.14,352.13,1019.26,1.46,-65.99,-303.8,616.85,-143.46,868.23,0,0,0,282.42,32.91
6,280.48,0.44,349.38,7.16,6.86,6.36,5.13,5.42,347.14,348.43,351.37,351.38,1019.05,1.83,-67.32,-306.95,613.88,-144.13,868.09,0,0,0,282.63,32.18
4,280.64,0.43,349.14,7.11,6.82,6.33,5.12,5.41,346.82,348.14,350.6,350.63,1018.83,2.2,-68.66,-310.11,610.9,-144.79,867.96,0,0,0,282.84,31.46
4,280.81,0.43,348.91,7.06,6.77,6.29,5.12,5.4,346.51,347.84,349.83,349.88,1018.62,2.57,-69.99,-313.26,607.94,-145.46,867.82,0,0,0,283.05,30.73
4,280.97,0.43,348.46,6.98,6.7,6.22,5.08,5.37,345.98,347.35,348.96,349.04,1018.61,2.98,-70.84,-312.04,598.58,-145.91,867.72,0,0,0,283.23,30.16
3,281.12,0.42,347.77,6.87,6.6,6.13,5.02,5.31,345.23,346.68,348,348.11,1018.8,3.42,-71.21,-306.45,582.83,-146.14,867.64,0,0,0,283.38,29.74
4,281.27,0.41,347.08,6.76,6.49,6.03,4.97,5.24,344.48,346.01,347.03,347.17,1018.99,3.88,-71.57,-300.87,567.09,-146.38,867.58,0,0,0,283.53,29.31
8,282.26,0.36,345.4,6.22,5.95,5.55,4.54,4.79,342.5,344.22,345.07,345.24,1020.8,1.2,-72.83,-285.51,546.2,-148.19,869.18,0,0,0,284.45,27.48
8,282.38,0.35,344.79,6.19,5.93,5.53,4.54,4.79,341.83,343.6,344.34,344.5,1020.84,0.63,-72.7,-277.21,523.3,-147.82,869.09,0,0,0,284.56,27.21
8,282.45,0.34,344.3,6.12,5.86,5.46,4.48,4.73,341.22,343.04,343.77,343.93,1020.64,0.57,-71.93,-264.82,493.73,-147.18,868.9,0,0,0,284.6,27.04
8,282.51,0.34,343.8,6.05,5.79,5.4,4.42,4.67,340.61,342.5,343.2,343.35,1020.43,0.52,-71.16,-252.43,464.15,-146.53,868.71,0,0,0,284.63,26.88
7,282.58,0.33,343.31,5.98,5.72,5.33,4.36,4.61,340,341.94,342.63,342.78,1020.23,0.46,-70.39,-240.04,434.58,-145.88,868.52,0,0,0,284.67,26.71
7,282.63,0.31,342.66,5.84,5.6,5.21,4.27,4.52,339.34,341.29,342.12,342.27,1020.12,0.43,-68.28,-223.24,401.59,-144.98,868.39,0,0,0,284.66,26.63
8,282.66,0.29,341.87,5.65,5.41,5.03,4.15,4.39,338.62,340.53,341.66,341.83,1020.1,0.42,-64.86,-202.03,365.19,-143.85,868.34,0,0,0,284.59,26.63
7,282.7,0.28,341.08,5.46,5.22,4.86,4.03,4.26,337.91,339.78,341.21,341.39,1020.09,0.41,-61.42,-180.82,328.8,-142.72,868.3,0,0,0,284.52,26.63
6,282.73,0.26,340.29,5.27,5.03,4.68,3.91,4.13,337.19,339.02,340.75,340.95,1020.07,0.4,-58,-159.61,292.4,-141.59,868.25,0,0,0,284.45,26.63
7,282.73,0.24,340.32,5.15,4.91,4.56,3.82,4.04,337.18,339.03,340.49,340.71,1020.05,0.46,-54.63,-139.57,257.62,-140.29,868.17,0,0,0,284.34,26.75
8,282.68,0.23,341.18,5.08,4.85,4.51,3.76,3.98,337.87,339.82,340.44,340.68,1020.02,0.57,-51.32,-120.7,224.46,-138.84,868.09,0,0,0,284.19,26.99
7,282.64,0.22,342.04,5.01,4.79,4.46,3.7,3.92,338.56,340.6,340.38,340.65,1019.99,0.68,-48.01,-101.82,191.29,-137.39,868,0,0,0,284.04,27.23
8,282.59,0.21,342.9,4.94,4.73,4.41,3.64,3.86,339.25,341.39,340.33,340.62,1019.96,0.79,-44.7,-82.95,158.13,-135.94,867.91,0,0,0,283.89,27.47
7,282.51,0.19,343.76,4.9,4.68,4.35,3.55,3.78,339.99,342.24,340.13,340.47,1019.99,0.99,-40.49,-64.57,124.75,-134.07,867.83,0,0,0,283.66,27.88
7,282.4,0.18,344.63,4.87,4.64,4.29,3.45,3.69,340.77,343.17,339.79,340.19,1020.06,1.26,-35.37,-46.69,91.16,-131.78,867.76,0,0,0,283.36,28.47
5,282.28,0.16,345.5,4.83,4.61,4.23,3.33,3.59,341.54,344.1,339.44,339.93,1020.12,1.53,-30.25,-28.81,57.56,-129.5,867.7,0,0,0,283.05,29.06
6,282.17,0.15,346.38,4.8,4.57,4.17,3.22,3.5,342.32,345.03,339.1,339.65,1020.2,1.8,-25.13,-10.93,23.97,-127.21,867.63,0,0,0,282.75,29.65
5,282.03,0.13,347.36,4.82,4.57,4.1,3.08,3.36,343.18,346.09,339.13,339.75,1020.39,2.29,-20.74,0.09,6.5,-124.92,867.65,0,0,0,282.41,30.41
3,281.88,0.11,348.46,4.89,4.6,4.03,2.9,3.19,344.13,347.29,339.52,340.2,1020.71,2.99,-17.08,4.26,5.15,-122.62,867.76,0,0,0,282.04,31.35
3,281.74,0.09,349.56,4.96,4.64,3.95,2.73,3.02,345.08,348.49,339.92,340.66,1021.02,3.69,-13.41,8.42,3.81,-120.31,867.87,0,0,0,281.66,32.3
3,281.58,0.07,350.66,5.03,4.67,3.88,2.55,2.85,346.03,349.69,340.31,341.11,1021.34,4.39,-9.75,12.59,2.46,-118.01,867.98,0,0,0,281.29,33.24
2,281.41,0.06,351.5,5.1,4.68,3.79,2.41,2.71,346.88,350.78,341.19,341.99,1021.52,5.57,-7.4,14.43,1.8,-116.11,868.08,0,0,0,280.91,34.29
1,281.21,0.05,352.07,5.17,4.67,3.69,2.32,2.61,347.62,351.77,342.56,343.29,1021.55,7.23,-6.37,13.96,1.8,-114.6,868.19,0,0,0,280.52,35.46
1,281.02,0.05,352.65,5.25,4.65,3.6,2.23,2.52,348.37,352.75,343.94,344.58,1021.59,8.88,-5.33,13.49,1.81,-113.09,868.29,0,0,0,280.13,36.63
0,280.82,0.04,353.22,5.32,4.64,3.5,2.14,2.42,349.11,353.74,345.31,345.88,1021.62,10.54,-4.3,13.02,1.83,-111.58,868.4,0,0,0,279.74,37.8
0,280.64,0.04,353.55,5.38,4.63,3.44,2.07,2.35,349.89,354.63,346.67,347.15,1021.74,11.98,-3.63,12.6,1.84,-110.29,868.47,0,0,0,279.41,38.82
0,280.48,0.04,353.64,5.42,4.63,3.42,2.04,2.31,350.71,355.44,348.02,348.39,1021.95,13.2,-3.33,12.23,1.86,-109.2,868.5,0,0,0,279.14,39.7
0,280.31,0.03,353.72,5.45,4.64,3.41,2,2.27,351.52,356.24,349.38,349.62,1022.16,14.42,-3.02,11.86,1.89,-108.12,868.54,0,0,0,278.87,40.57
0,280.15,0.03,353.81,5.49,4.64,3.39,1.97,2.23,352.34,357.05,350.73,350.86,1022.37,15.64,-2.72,11.49,1.91,-107.03,868.57,0,0,0,278.6,41.45
0,279.99,0.03,354,5.51,4.63,3.37,1.94,2.2,353.28,0.67,352.17,352.18,1022.53,17.67,-2.49,11.16,1.92,-105.77,868.57,0,0,0,278.33,42.33
0,279.82,0.03,354.29,5.51,4.62,3.34,1.91,2.17,354.36,359.75,353.69,353.57,1022.64,20.5,-2.34,10.86,1.93,-104.32,868.54,0,0,0,278.08,43.2
0,279.65,0.03,354.58,5.52,4.6,3.32,1.88,2.14,355.42,358.83,355.2,354.96,1022.75,23.34,-2.18,10.55,1.94,-102.88,868.51,0,0,0,277.83,44.07
0,279.48,0.03,354.87,5.52,4.59,3.29,1.85,2.11,356.5,357.91,356.72,356.35,1022.86,26.17,-2.03,10.25,1.95,-101.43,868.48,0,0,0,277.58,44.94
0,279.33,0.03,355.09,5.47,4.53,3.24,1.82,2.08,1.49,1.64,359.92,357.37,1022.92,29.11,-1.88,9.81,1.96,-99.98,868.41,0,0,0,277.35,45.73
